,correction_factor,p_grid,simulated_readings,t_grid
0,0.970507572948,720.0,0.293593805837,273
1,0.97720697209,720.0,0.295620479452,275
2,0.983744767618,720.0,0.297598265432,277
3,0.990086974132,720.0,0.299516882658,279
4,0.996316976275,720.0,0.301401556297,281
5,1.00239320125,720.0,0.303239709926,283
6,1.00828833628,720.0,0.305023080995,285
7,1.014058849,720.0,0.306768751858,287
8,1.01967751481,720.0,0.308468486639,289
9,1.0251456516,720.0,0.310122684027,291
10,1.03045648746,720.0,0.311729295409,293
11,1.03563040433,720.0,0.31329448664,295
12,1.04061414398,720.0,0.314802146274,297
13,1.04549107425,720.0,0.316277494388,299
14,1.05019024189,720.0,0.317699066515,301
15,1.05477802697,720.0,0.319086943662,303
16,1.05922490353,720.0,0.320432193765,305
17,1.06353126406,720.0,0.321734935559,307
18,0.966776713479,722.5,0.292465162166,273
19,0.973459789413,722.5,0.294486897753,275
20,0.979982348012,722.5,0.296460074322,277
21,0.986310190509,722.5,0.298374346207,279
22,0.992525576968,722.5,0.300254598372,281
23,0.998588151707,722.5,0.302088622588,283
24,1.00446999788,722.5,0.303867973572,285
25,1.01022784671,722.5,0.305609813408,287
26,1.01583474637,722.5,0.307305988745,289
27,1.02129138142,722.5,0.308956706673,291
28,1.0265907502,722.5,0.310559849083,293
29,1.03175413535,722.5,0.312121854304,295
30,1.03672755245,722.5,0.313626391204,297
31,1.04159536239,722.5,0.315098980276,299
32,1.04628530121,722.5,0.316517760538,301
33,1.05086471601,722.5,0.317903105543,303
34,1.05530347922,722.5,0.31924590123,305
35,1.05960239521,722.5,0.320546390937,307
36,0.963062996932,725.0,0.291341704497,273
37,0.969730090551,725.0,0.293358605183,275
38,0.976237355189,725.0,0.295327155088,277
39,0.98254993369,725.0,0.297236809375,279
40,0.988751528575,725.0,0.299112889372,281
41,0.99479991458,725.0,0.300942621273,283
42,1.00066883141,725.0,0.302718060927,285
43,1.00641377442,725.0,0.304455996548,287
44,1.01200812637,725.0,0.306148376007,289
45,1.01745320377,725.0,0.307795597565,291
46,1.02274178427,725.0,0.309395476348,293
47,1.02789456344,725.0,0.310954273095,295
48,1.03285822205,725.0,0.312455857899,297
49,1.03771598937,725.0,0.31392540892,299
50,1.04239734657,725.0,0.315341593106,301
51,1.04696809154,725.0,0.316724315353,303
52,1.05139866758,725.0,0.318064634292,305
53,1.05569009352,725.0,0.319362858138,307
54,0.959366350598,727.5,0.290223410837,273
55,0.966017184229,727.5,0.292235392621,275
56,0.972509054256,727.5,0.294199285414,277
57,0.978806516624,727.5,0.296104366832,279
58,0.984993982644,727.5,0.297976172626,281
59,0.991028513498,727.5,0.299801713126,283
60,0.996884332488,727.5,0.301573190476,285
61,1.00261683025,727.5,0.303307361214,287
62,1.0081991906,727.5,0.304996113026,289
63,1.01363260014,727.5,0.306639804873,291
64,1.01890996742,727.5,0.308236291482,293
65,1.02405219451,727.5,0.309791896058,295
66,1.02900582083,727.5,0.311290445936,297
67,1.03385418348,727.5,0.312757151897,299
68,1.03852603708,727.5,0.314170461092,301
69,1.04308825629,727.5,0.315550604163,303
70,1.04751080894,727.5,0.3168884959,305
71,1.05179445333,727.5,0.318184365706,307
72,0.955686276365,730.0,0.289110130498,273
73,0.962320839722,730.0,0.291117190268,275
74,0.96879746578,730.0,0.293076471521,277
75,0.975080376088,730.0,0.294977150712,279
76,0.981253112607,730.0,0.2968445006,281
77,0.987274378508,730.0,0.298666028243,283
78,0.993116833476,730.0,0.300433462766,285
79,0.998836404545,730.0,0.302163722977,287
80,1.00440668009,730.0,0.303848818944,289
81,1.00982876553,730.0,0.305489085072,291
82,1.01509491033,730.0,0.307082176706,293
83,1.02022658524,730.0,0.308634589082,295
84,1.02516971669,730.0,0.310129964096,297
85,1.03000880166,730.0,0.311593863411,299
86,1.03467122634,730.0,0.313004320212,301
87,1.03922469659,730.0,0.314381816584,303
88,1.04363910795,730.0,0.315717245456,305
89,1.04791504311,730.0,0.317010783097,307
90,0.952022693589,732.5,0.288001839084,273
91,0.958641717944,732.5,0.290004198062,275
92,0.965102605955,732.5,0.291958718308,277
93,0.971370700841,732.5,0.293854915601,279
94,0.977529648058,732.5,0.295718094008,281
95,0.983536614014,732.5,0.297535295692,283
96,0.989365808621,732.5,0.299298718748,285
97,0.99507262592,732.5,0.301025120743,287
98,1.00063089309,732.5,0.302706583988,289
99,1.00604124508,732.5,0.304343300564,291
100,1.01129636128,732.5,0.305933055871,293
101,1.01641757639,732.5,0.307482303992,295
102,1.02135029313,732.5,0.308974528393,297
103,1.02617971422,732.5,0.310435504232,299
104,1.03083301551,732.5,0.311843201064,301
105,1.03537824735,732.5,0.313218205187,303
106,1.03978421109,732.5,0.314551078521,305
107,1.04405223246,732.5,0.315842222117,307
108,0.948376101245,735.0,0.286898687543,273
109,0.954978965546,735.0,0.28889615785,275
110,0.961424543436,735.0,0.290846046544,277
111,0.967677833357,735.0,0.292737765102,279
112,0.973822026926,735.0,0.294596480298,281
113,0.979815714295,735.0,0.296409665002,283
114,0.985631441404,735.0,0.298169013927,285
115,0.991326007952,735.0,0.299891709877,287
116,0.996871767181,735.0,0.301569389272,289
117,1.00227056908,735.0,0.303202611763,291
118,1.00751449682,735.0,0.304788982387,293
119,1.01262470731,735.0,0.306334901437,295
120,1.01754774979,735.0,0.307824199222,297
121,1.0223675163,735.0,0.3092822544,299
122,1.02701147221,735.0,0.310687124108,301
123,1.03154775629,735.0,0.312059421393,303
124,1.0359458075,735.0,0.313389901061,305
125,1.04020564577,735.0,0.314678569141,307
126,0.944745512851,737.5,0.285800377449,273
127,0.951332659603,737.5,0.28779309295,275
128,0.957763050825,737.5,0.289738387438,277
129,0.964001467988,737.5,0.291625606753,279
130,0.970131558719,737.5,0.293480055619,281
131,0.976111118361,737.5,0.295288966462,283
132,0.981913888101,737.5,0.29704439558,285
133,0.987595735155,737.5,0.298763243683,287
134,0.993129038757,737.5,0.300437155055,289
135,0.998516084955,737.5,0.302066821263,291
136,1.00374887477,737.5,0.303649822489,293
137,1.00884872409,737.5,0.305192607123,295
138,1.01376170715,737.5,0.306678861774,297
139,1.01857142199,737.5,0.308133876163,299
140,1.02320619,737.5,0.309535966387,301
141,1.02773389848,737.5,0.310905669418,303
142,1.0321234131,737.5,0.312233566633,305
143,1.0363762359,737.5,0.313520112422,307
144,0.94113260404,740.0,0.284707415707,273
145,0.947703290731,740.0,0.28669515178,275
146,0.954118227621,740.0,0.288635771089,277
147,0.960341660532,740.0,0.290518457433,279
148,0.966457181707,740.0,0.292368498779,281
149,0.972423184715,740.0,0.294173308527,283
150,0.978212508366,740.0,0.295924669991,285
151,0.983881357311,740.0,0.297639585962,287
152,0.989403327051,740.0,0.299310068663,289
153,0.994778387671,740.0,0.300936109044,291
154,1.0,740.0,0.302515728904,293
155,1.00508867727,740.0,0.304055133819,295
156,1.00999147332,740.0,0.305538306737,297
157,1.01479173832,740.0,0.306990462403,299
158,1.01941754301,740.0,0.30838984108,301
159,1.02393620974,740.0,0.309756808839,303
160,1.02831747739,740.0,0.311082211219,305
161,1.03256222284,740.0,0.312366313482,307
162,0.937534984254,742.5,0.283619079135,273
163,0.944090249097,742.5,0.285602149857,275
164,0.950489692768,742.5,0.287538082223,277
165,0.956698142111,742.5,0.289416235802,279
166,0.962799438541,742.5,0.291261973939,281
167,0.968751481047,742.5,0.293062560416,283
168,0.974527890995,742.5,0.294810015282,285
169,0.980184303503,742.5,0.296521169035,287
170,0.985693156315,742.5,0.298187683658,289
171,0.991056954838,742.5,0.299810317078,291
172,0.99626758721,742.5,0.301386615328,293
173,1.00134544817,742.5,0.302922748138,295
174,1.00623822431,742.5,0.304402889877,297
