,p_grid,simulated_readings,t_grid,correction_factor
712,1037.5,0.119418757,297,0.966016368
713,1037.5,0.120189182,299,0.972248585
714,1037.5,0.120946019,301,0.978370877
715,1037.5,0.121689226,303,0.984382911
716,1037.5,0.122418883,305,0.99028534
717,1037.5,0.123135026,307,0.996078453
718,1037.5,0.123837708,309,1.001762668
719,1037.5,0.12452687,311,1.00733752
720,1040,0.10874996,273,0.87971307
721,1040,0.109682088,275,0.887253351
722,1040,0.110600756,277,0.894684746
723,1040,0.111505948,279,0.902007138
724,1040,0.112397625,281,0.909220191
725,1040,0.113275768,283,0.916323771
726,1040,0.114140365,285,0.923317773
727,1040,0.114991361,287,0.930201754
728,1040,0.115828764,289,0.936975772
729,1040,0.116652609,291,0.943640113
730,1040,0.117462832,293,0.950194268
731,1040,0.118259477,295,0.956638586
732,1040,0.119042517,297,0.962972844
733,1040,0.119811968,299,0.969197175
734,1040,0.120567887,301,0.975312048
735,1040,0.121310278,303,0.981317486
736,1040,0.122039161,305,0.987213651
737,1040,0.122754549,307,0.993000654
738,1040,0.123456499,309,0.998678947
739,1040,0.124145017,311,1.004248587
740,1042.5,0.108390359,273,0.876804143
741,1042.5,0.109320861,275,0.884331271
742,1042.5,0.110238024,277,0.891750494
743,1042.5,0.111141793,279,0.899061368
744,1042.5,0.112032078,281,0.906263171
745,1042.5,0.112908894,283,0.913356015
746,1042.5,0.113772157,285,0.920339221
747,1042.5,0.114621905,287,0.927213102
748,1042.5,0.115458137,289,0.933977655
749,1042.5,0.116280842,291,0.94063277
750,1042.5,0.117089979,293,0.947178139
751,1042.5,0.117885573,295,0.953613952
752,1042.5,0.118667632,297,0.959940281
753,1042.5,0.119436139,299,0.966156976
754,1042.5,0.120191179,301,0.972264736
755,1042.5,0.120932699,303,0.978263131
756,1042.5,0.121660791,305,0.984152899
757,1042.5,0.12237543,307,0.989933842
758,1042.5,0.123076705,309,0.995606673
759,1042.5,0.123764523,311,1.001170657
760,1045,0.10803209,273,0.873905991
761,1045,0.108961079,275,0.881420875
762,1045,0.109876716,277,0.888827758
763,1045,0.110779022,279,0.896126797
764,1045,0.111667894,281,0.90331717
765,1045,0.112543344,283,0.910398959
766,1045,0.113405326,285,0.917371811
767,1045,0.114253847,287,0.924235763
768,1045,0.115088896,289,0.930990744
769,1045,0.11591044,291,0.937636471
770,1045,0.116718506,293,0.94417318
771,1045,0.117513062,295,0.950600594
772,1045,0.118294115,297,0.956918778
773,1045,0.11906169,299,0.963127936
774,1045,0.119815819,301,0.969228332
775,1045,0.120556506,303,0.975219979
776,1045,0.121283806,305,0.981103344
777,1045,0.121997671,307,0.986878026
778,1045,0.122698233,309,0.992545093
779,1045,0.1233854,311,0.998103807
780,1047.5,0.107675253,273,0.871019425
781,1047.5,0.108602648,275,0.878521416
782,1047.5,0.109516768,277,0.885916025
783,1047.5,0.110417607,279,0.893203198
784,1047.5,0.111305073,281,0.900382193
785,1047.5,0.112179196,283,0.907453256
786,1047.5,0.113039884,285,0.914415634
787,1047.5,0.113887148,287,0.921269417
788,1047.5,0.114720992,289,0.928014651
789,1047.5,0.115541427,291,0.934651412
790,1047.5,0.116348377,293,0.941179086
791,1047.5,0.117141875,295,0.947597944
792,1047.5,0.11792196,297,0.953908304
793,1047.5,0.11868857,299,0.960109653
794,1047.5,0.119441797,301,0.966202749
795,1047.5,0.120181675,303,0.972187858
796,1047.5,0.120908116,305,0.978064268
797,1047.5,0.12162125,307,0.983833034
798,1047.5,0.122321115,309,0.989494469
799,1047.5,0.123007604,311,0.995047698
